Pais,Inventario Hom,Clave Inv Parcela,Tipo Bosque,Zona de Vida,Suelo IPCC,Area Protegida,Categoría Area Protegida,Suelo FAO,Zona Climática,POSICIÓN Topográfica,División Administrativa,DAP (cm),ALTURA (m),Densidad (arb/ha),Vol (m3/ha),CO2 (ton/ha)
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006124,Coníferas,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Siguatepeque,28.809248554913296,14.20560024968387,173.0,79.28787650862513,197.24862374105214
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006126,Coníferas,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Esquias,27.83606557377049,14.292690395556672,122.0,41.519659723825626,118.20039237758914
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006128,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",0,Cedros,21.149425287356323,8.563708918353335,43.5,14.46967466684286,32.93269150918838
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-200613,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",0,Apacilagua,17.390243902439025,7.521462159877253,20.5,3.585039602452124,8.115897864487822
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006130,Latifoliados,Bosque Muy Humedo Montano Bajo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Guayape,27.956375838926174,14.769787306130485,149.0,141.18458413358542,214.49514629000993
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006132,Coníferas,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Juticalpa,33.4054054054054,16.46287977382691,74.0,81.30629611072483,141.75837107828752
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006134,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Juticalpa,21.939393939393938,8.719198718913185,16.5,5.832437412174689,12.972372693535162
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006136,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Catacamas,43.333333333333336,13.153127030661008,13.5,37.977008086250144,76.88731764492329
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006138,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,Catacamas,29.70769230769231,15.551270831098908,65.0,72.05849148263525,109.42774383861472
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006141,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,Rus-Rus,Reserva Biológica,Cambisols,"Tropical, húmeda",0,Puerto Lempira,55.25,15.760834095481947,2.0,2.870633165961861,8.210082494165365
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006143,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Leptosols,"Tropical, húmeda",0,Santa Rita,16.364077669902912,7.501046963851292,103.0,16.61707593679211,36.86041990912811
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006145,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Lepaera,25.544554455445546,9.826115598056063,50.5,21.852500817578168,48.01462517218886
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006147,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Arada,19.383333333333333,8.23636772651633,30.0,6.300477466238606,14.459791535241317
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006151,Coníferas,Bosque Seco Tropical,Suelo arcilloso de baja actividad,El Cajón,Reserva de Recursos,Nitisols,"Tropical, húmeda",0,Ojos de Agua,29.891129032258064,14.396102427260276,124.0,73.57682025422297,160.26831805558112
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006153,Coníferas,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,San Jose del Potrero,31.17241379310345,15.540955172027212,58.0,42.97375017979746,85.10276477103865
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006155,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Orica,25.40909090909091,9.687787612253317,44.0,13.345478388878332,40.7681291424118
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006157,Coníferas,Bosque Muy Humedo Montano Bajo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Salama,30.91715976331361,16.033286553565222,84.5,49.3059965480559,111.87372356169722
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006159,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Manto,18.685714285714287,8.169514478195792,35.0,9.281062211777808,20.029922339927843
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-200616,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",0,San Francisco de Coray,22.015151515151516,8.329281409724835,33.0,9.663513550203971,22.618884282982847
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006161,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,San Francisco de La Paz,27.15,9.884166667285289,70.0,73.93753410315252,158.05925693213896
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006163,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,Catacamas,26.745098039215687,10.302968477938938,51.0,27.518655651726487,57.540151448963634
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006165,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,Patuca,Parque Nacional,Nitisols,"Tropical, húmeda",0,Catacamas,30.34915254237288,15.367152242292418,147.5,209.04651844641154,333.16384220051174
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006167,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,Tawahka Asangni     _x000D_ _x000D_ ,Reserva de Biosfera_x000D_ ,Cambisols,"Tropical, muy húmeda",0,Dulce Nombre de Culmi,43.618705035971225,19.809490215897938,139.0,357.67767274993446,539.5088251108132
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006169,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,Rus-Rus,Reserva Biológica,Cambisols,"Tropical, muy húmeda",0,Puerto Lempira,37.791666666666664,17.05441949172627,108.0,89.9849786268858,211.71103809868765
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006171,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",0,Puerto Lempira,28.96825396825397,14.48897381735996,63.0,25.028505013554835,68.61800322204193
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006173,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Cambisols,"Tropical, muy húmeda",0,Puerto Lempira,22.837962962962962,13.533311483095373,108.0,55.13504707233909,80.90893404111482
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006175,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,Copan Ruinas,31.400990099009903,15.886881372986238,101.0,139.5757685476931,212.9996851503518
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006177,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,Florida,24.19047619047619,8.888081305170639,31.5,14.91030891047963,34.51388948553359
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006179,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Atima,19.115942028985508,8.192529324760992,69.0,36.857543239762784,73.23396729286829
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-200618,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",0,Soledad,24.63448275862069,11.05479357957867,72.5,17.69602831095934,56.24270253408184
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006181,Mixto,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, muy húmeda",0,Gualala,29.816091954022987,12.251840465530492,43.5,44.21652479296662,84.46457517036188
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006183,Mixto,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",0,Santa Cruz de Yojoa,29.928571428571427,12.831240919573556,56.0,49.18167310772475,96.44127772210322
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006185,Coníferas,Bosque Seco Tropical,Suelo arcilloso de alta actividad,El Cajón,Reserva de Recursos,Cambisols,"Tropical, húmeda",0,Victoria,26.726027397260275,12.7043251649811,36.5,38.882741298353345,65.06486771395632
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006187,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Marale,39.815384615384616,17.250844186293232,32.5,45.293778841015815,84.6745438378536
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006189,Coníferas,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Mangulile,32.45945945945946,13.890542669825356,18.5,27.291062083816975,45.55754665977926
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006191,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Jano,35.476190476190474,17.432454091876615,73.5,89.87764056252192,153.08309487824212
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006193,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Gualaco,27.862903225806452,13.526197039234704,62.0,51.08690971293738,83.10477311272247
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006194,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Gualaco,33.7536231884058,16.590964261212722,34.5,45.00255452697161,73.5156275325143
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006195,Latifoliados,Bosque Muy Humedo Montano Bajo Subtropical,Suelo arcilloso de alta actividad,Agalta,Parque Nacional,Kastanozems,"Tropical, húmeda",0,Catacamas,22.390243902439025,12.940089947384996,20.5,9.509717707772133,14.477631393312652
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006197,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,Patuca,Parque Nacional,Nitisols,"Tropical, húmeda",0,Dulce Nombre de Culmi,29.406666666666666,14.980966003563287,150.0,136.0216564662393,214.33964170342742
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-200620,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, seca",0,Duyure,20.774774774774773,8.62114353467326,55.5,15.950028065548809,34.89939778504887
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006201,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,Tawahka Asangni     _x000D_ _x000D_ ,Reserva de Biosfera_x000D_ ,Leptosols,"Tropical, muy húmeda",0,Wampusirpi,31.508045977011495,16.76796113025482,217.5,267.36833681170003,391.51018816488767
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006203,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,Warunta,National Park,Fluvisols,"Tropical, muy húmeda",0,Puerto Lempira,29.92079207920792,15.573280909354526,151.5,164.70795573901415,247.7821489581572
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006205,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",0,Puerto Lempira,21.906574394463668,13.004714963956937,144.5,29.339690021550165,84.11531956994426
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006207,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",0,Puerto Lempira,28.30622009569378,14.256537663965823,104.5,51.8801180989313,111.00296907590143
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-200621,Coníferas,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",0,Caridad,21.58974358974359,10.244416000939177,117.0,61.95870594091534,112.68297984239673
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006210,Mangle,Bosque Húmedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,Copan Ruinas,37.29795918367347,17.995084275714394,122.5,229.30727406171502,338.72075056907875
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006212,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Nueva Arcadia,26.19607843137255,9.89387374535705,76.5,52.819412100910014,114.27210878322016
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006214,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",0,Trinidad,27.522633744855966,14.617222246919212,121.5,115.74396604490352,174.8946825348099
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006216,Mixto,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",0,San Antonio de Cortes,25.88235294117647,12.202936677710778,34.0,25.150558361891903,42.11801788845789
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006218,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Victoria,20.76086956521739,8.738111556026524,69.0,32.31313092182357,66.8883657596159
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006220,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Yoro,30.69736842105263,11.218617891762515,76.0,57.38601577339714,123.45988780152352
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006222,Coníferas,Bosque Muy Humedo Montano Bajo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Yoro,30.75974025974026,15.165833436383743,77.0,43.10343403053827,102.36584575842559
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006224,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,La Muralla,Refugio de Vida Silvestre,Kastanozems,"Tropical, húmeda",0,La Union,39.445454545454545,17.76157379136443,220.0,642.4646273539942,1020.3564112906846
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006226,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Guata,36.4,16.301709372379396,80.0,65.67374939802527,151.27634980140155
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006227,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Gualaco,32.15810276679842,15.063887361249538,126.5,75.40584727048554,181.3117612040292
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006228,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Gualaco,23.59259259259259,9.413191965679912,27.0,10.151275665529058,22.064981471800486
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006229,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,San Esteban,17.5625,7.824582505997536,8.0,1.3866856975407535,3.0923026832733473
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-200623,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",0,Ojojona,16.504504504504503,7.44709927718995,55.5,8.154820473940461,18.838624724333293
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006230,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,San Esteban,33.22,16.48098995414127,75.0,100.72861635985188,155.2253677888905
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006236,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,Río Plátano,UNESCO-MAB Biosphere Reserve,Fluvisols,"Tropical, muy húmeda",0,Brus Laguna,33.310344827586206,11.44849757712422,87.0,93.3247042397381,195.91541711426203
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006238,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,Mocorón,Reserva Forestal,Fluvisols,"Tropical, muy húmeda",0,Puerto Lempira,28.84180790960452,15.348453941795515,177.0,171.08948613513513,257.0254739798772
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006240,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",0,Puerto Lempira,14.88,8.587286422895325,12.5,0.8481301133160839,3.240337738018371
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006242,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",0,Puerto Lempira,15.25,7.257452318783732,2.0,0.2030170514110361,0.4627929497358059
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006245,Coníferas,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Azacualpa,29.023121387283236,15.533109227708831,86.5,49.21779859583278,103.78189956791078
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006247,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Quimistan,21.0,8.812083814536757,16.5,4.352191341263957,9.488023133891122
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006249,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,El Progreso,27.514285714285716,9.51659908124085,17.5,14.237471279512755,30.826487823946664
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-200625,Coníferas,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",0,Maraita,24.823529411764707,14.268824646228394,153.0,48.26961474851515,120.3045219775752
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006251,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Morazan,32.656488549618324,16.314229957209044,65.5,76.07115605933659,121.20976340491418
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006253,Coníferas,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Yoro,33.0,14.875059995807275,13.5,14.818762821013925,25.265014214836388
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006255,Coníferas,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Arenal,34.91160220994475,15.691563187202341,90.5,110.08863069677155,204.95313677204473
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006257,Coníferas,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Esquipulas del Norte,33.381443298969074,15.277141520275327,97.0,96.99224343353241,172.547398783463
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006259,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,Gualaco,34.49166666666667,11.902034457161767,60.0,43.75386220599037,111.27049971177628
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006260,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,Gualaco,34.7007299270073,16.19855340649263,68.5,44.31699016767423,111.35988891852564
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006261,Coníferas,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Kastanozems,"Tropical, húmeda",0,San Esteban,34.36206896551724,15.907227970679159,29.0,25.53625668645004,51.861991973215744
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006267,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,Río Plátano,UNESCO-MAB Biosphere Reserve,Nitisols,"Tropical, muy húmeda",0,Brus Laguna,30.828402366863905,15.799962092622819,169.0,209.2317553172504,319.32812897425725
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006269,Coníferas,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Fluvisols,"Tropical, muy húmeda",0,Wampusirpi,33.69291338582677,15.119996857163246,63.5,51.26210929000576,114.42168029053026
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-200627,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, seca",0,Alauca,21.88235294117647,8.861370655800618,42.5,20.58800438395051,42.80391736131047
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006275,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,Quimistan,23.456521739130434,8.905390396495113,23.0,8.578433198954913,20.313442218668694
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006279,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,El Negrito,15.88,7.276076851578719,50.0,9.686905814913652,20.893705427616847
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006280,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,Yoro,21.2,7.880053580439631,2.5,0.6233646464802359,1.4281229356437612
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006282,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,La Masica,52.62068965517241,18.722640056979664,14.5,76.45350209078305,167.18002559536532
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006285,Mixto,Bosque Seco Tropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Olanchito,19.96808510638298,9.99344843207954,47.0,15.959340691657976,28.603718874987408
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006287,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Fluvisols,"Tropical, húmeda",0,Olanchito,22.28125,8.386279309086522,16.0,5.198574072061845,12.061404184129179
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-200629,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",0,Danli,32.079787234042556,15.695936411997254,94.0,99.70127792454066,169.7357216825331
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006291,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,San Esteban,16.274509803921568,7.425869692052611,25.5,4.534547515573495,10.15052412625337
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006299,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, muy húmeda",0,Ahuas,39.4,13.52721865040802,2.5,1.6804540016928535,5.3376746585345245
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-200630,Otro uso/cobertura,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Regosols,"Tropical, húmeda",0,Piraera,21.009756097560974,8.678555961267827,102.5,39.10132306775718,89.44030006194967
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006302,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo de humedales,Cuyamel - Omoa,Reserva Biológica,Gleysols,"Tropical, húmeda",0,Omoa,21.085365853658537,8.786853985324571,41.0,15.67711580774199,33.1075668082828
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006304,Otro uso/cobertura,Bosque Seco Tropical,Suelo arcilloso de baja actividad,,,Fluvisols,"Tropical, húmeda",0,Puerto Cortes,15.0,6.0,0.5,0.037110063220529434,0.10255052785498107
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006306,Latifoliados,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, húmeda",0,Tela,38.691489361702125,17.487265887792187,94.0,244.40873785870713,393.9957159236895
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006307,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",0,Arizona,21.065217391304348,8.352657181422876,23.0,8.214710811418685,19.469030388264343
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006308,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",0,Esparta,22.45098039215686,8.998867635149475,51.0,19.831506549846832,42.759989609389535
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006309,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,,,Nitisols,"Tropical, muy húmeda",0,San Francisco,21.85148514851485,8.870241892990771,50.5,24.176217739884482,51.65261688385738
Honduras,Inventario Nacional Honduras 2005-2006,Inventario ENF 2005-2006310,Otro uso/cobertura,Bosque Muy Humedo Subtropical,Suelo arcilloso de baja actividad,Pico Bonito,Parque Nacional,Nitisols,"Tropical, húmeda",0,La Ceiba,35.34615384615385,12.299728202770785,39.0,55.68002647543097,113.0487817368735
